Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,55.371899,58.314049,55.371899,58.314049,42.083710,62315
2018-01-03,59.090908,60.041321,57.851238,59.132233,42.674183,27830
2018-01-04,59.132233,59.132233,59.132233,59.132233,42.674183,0
2018-01-05,59.338840,59.504131,58.677685,59.090908,42.644356,17545
2018-01-08,60.743801,60.743801,59.099174,59.504131,42.942566,26620
2018-01-09,58.057850,58.694214,58.057850,58.611568,42.298428,78650
2018-01-10,58.677685,59.917355,58.677685,59.504131,42.942566,117975
2018-01-11,59.504131,62.479340,59.504131,61.380165,44.296448,263175
2018-01-12,61.528927,62.396694,61.487602,62.132233,44.839195,33275
2018-01-16,60.743801,61.818180,60.330578,60.793388,43.872997,74415
2018-01-17,61.157024,62.809917,61.157024,61.371899,44.290497,29645
2018-01-18,61.487602,61.983471,61.157024,61.743801,44.558884,67155
2018-01-19,61.768597,64.049583,61.768597,63.363636,45.727871,235345
2018-01-22,63.636364,63.644627,62.809917,63.495869,45.823299,249260
2018-01-23,63.636364,63.636364,63.495869,63.495869,45.823299,1815
2018-01-24,62.809917,62.818180,62.801651,62.809917,45.328262,6050
2018-01-25,65.289253,65.289253,60.413223,61.363636,44.284523,389015
2018-01-26,61.983471,61.983471,61.611568,61.611568,44.463451,208725
2018-01-29,61.611568,61.611568,61.611568,61.611568,44.463451,0
2018-01-30,63.727272,63.925617,63.727272,63.842976,46.073795,6050
2018-01-31,63.553719,63.628098,63.553719,63.553719,45.865051,122210
2018-02-01,64.545456,64.545456,63.842976,63.842976,46.073795,63525
2018-02-02,63.842976,63.842976,63.842976,63.842976,46.073795,0
2018-02-05,63.842976,63.842976,63.842976,63.842976,46.073795,0
2018-02-06,62.809917,62.809917,62.024792,62.057850,44.785519,3025
2018-02-07,62.438015,62.975204,62.396694,62.975204,45.447548,21780
2018-02-08,62.975204,62.975204,62.975204,62.975204,45.447548,0
2018-02-09,63.636364,63.636364,63.016529,63.016529,45.477375,1815
2018-02-12,59.917355,65.909088,59.917355,63.636364,45.924694,65945
2018-02-13,63.305786,63.305786,63.305786,63.305786,45.686115,1210
2018-02-14,63.305786,63.305786,63.305786,63.305786,45.686115,0
2018-02-15,61.983471,63.140495,61.983471,62.809917,45.328262,64130
2018-02-16,60.330578,61.570248,59.917355,61.528927,44.403805,8470
2018-02-20,61.570248,61.983471,61.570248,61.983471,44.731838,2420
2018-02-21,61.983471,62.314049,61.983471,62.033058,44.767628,45375
2018-02-22,61.900826,62.066116,61.900826,61.991734,44.737804,13310
2018-02-23,61.983471,62.892563,59.917355,61.983471,44.731838,150040
2018-02-26,63.223141,63.677685,63.223141,63.371899,45.733845,1815
2018-02-27,63.371899,63.371899,63.371899,63.371899,45.733845,0
2018-02-28,63.429752,64.256195,61.983471,61.983471,44.731838,3025
2018-03-01,61.983471,61.983471,61.983471,61.983471,44.731838,0
2018-03-02,63.842976,63.842976,62.809917,63.495869,45.823299,1815
2018-03-05,64.454544,64.462807,64.454544,64.462807,46.521122,1210
2018-03-06,64.462807,64.462807,64.462807,64.462807,46.521122,0
2018-03-07,63.636364,63.636364,63.636364,63.636364,45.924694,605
2018-03-08,63.628098,63.636364,62.809917,62.917355,45.405800,60500
2018-03-09,65.123962,65.123962,62.644627,62.644627,45.208988,18150
2018-03-12,61.983471,62.644627,61.983471,62.595039,45.173195,19965
2018-03-13,62.644627,62.809917,62.644627,62.809917,45.328262,1390290
2018-03-14,62.809917,62.809917,61.983471,62.677685,45.232841,128865
2018-03-15,62.809917,63.628098,62.809917,62.809917,45.328262,3025
2018-03-16,62.396694,63.223141,62.396694,63.140495,45.566837,56265
2018-03-19,62.809917,62.809917,62.190083,62.190083,45.414932,4840
2018-03-20,63.628098,65.297523,62.809917,63.347107,46.259876,806465
2018-03-21,64.041321,65.206612,63.636364,64.834709,47.346191,349690
2018-03-22,64.958679,66.528923,63.652893,66.223137,48.360115,1373955
2018-03-23,66.223137,66.223137,66.223137,66.223137,48.360115,0
2018-03-26,69.528923,69.528923,64.214874,64.214874,47.795734,4840
2018-03-27,63.785122,65.082642,63.785122,64.884300,48.293995,199650
2018-03-28,64.793388,66.115700,64.793388,65.363632,48.650772,528770
2018-03-29,66.115700,68.570244,65.289253,66.148758,49.235149,211750
2018-04-02,65.206612,66.115700,65.206612,65.297523,48.601566,15125
2018-04-03,64.917358,64.917358,64.917358,64.917358,48.318596,302500
2018-04-04,66.115700,66.115700,64.462807,64.462807,47.980278,243210
2018-04-05,65.950417,65.950417,64.884300,65.950417,49.087505,177870
2018-04-06,65.950417,65.950417,65.041321,65.677689,48.884525,310365
2018-04-09,63.677685,64.090912,63.636364,63.677685,47.395901,61710
2018-04-10,64.834709,65.123962,64.462807,64.809914,48.238632,1815
2018-04-11,64.669418,64.669418,64.256195,64.256195,47.826500,3630
2018-04-12,64.049583,64.049583,63.223141,63.636364,47.365139,19965
2018-04-13,62.975204,64.462807,62.942146,64.264465,47.832645,16335
2018-04-16,64.214874,65.280991,64.214874,65.280991,48.589256,6050
2018-04-17,66.115700,66.115700,64.553719,65.611572,48.835308,26015
2018-04-18,64.471077,64.793388,63.636364,64.735535,48.183270,35090
2018-04-19,64.462807,65.280991,63.628098,64.669418,48.134071,75625
2018-04-20,63.636364,65.280991,63.636364,64.595039,48.078690,6655
2018-04-23,62.851238,64.884300,62.851238,64.545456,48.041794,20570
2018-04-24,65.198349,65.702477,64.876030,65.247932,48.564651,151250
2018-04-25,65.247932,65.247932,65.247932,65.247932,48.564651,0
2018-04-26,64.462807,64.462807,64.462807,64.462807,47.980278,1210
2018-04-27,64.049583,65.371902,64.049583,65.371902,48.656921,244420
2018-04-30,65.289253,65.289253,65.247932,65.289253,48.595406,83490
2018-05-01,65.289253,65.289253,65.289253,65.289253,48.595406,0
2018-05-02,65.289253,65.289253,64.636360,65.289253,48.595406,164560
2018-05-03,65.289253,65.289253,65.289253,65.289253,48.595406,0
2018-05-04,65.289253,65.289253,65.289253,65.289253,48.595406,0
2018-05-07,65.280991,65.289253,65.280991,65.289253,48.595406,7865
2018-05-08,68.553719,68.553719,64.462807,65.950417,49.087505,11495
2018-05-09,64.462807,68.181816,64.462807,66.264465,49.321266,7865
2018-05-10,64.876030,64.876030,64.669418,64.694214,48.152515,30855
2018-05-11,62.404957,65.909088,62.404957,63.644627,47.371296,23595
2018-05-14,63.636364,63.719009,61.570248,61.702480,45.925739,187550
2018-05-15,59.595039,61.115704,59.504131,60.082645,44.720078,345455
2018-05-16,59.917355,61.983471,59.917355,61.132233,45.501301,189970
2018-05-17,63.595039,64.008263,61.115704,61.181816,45.538212,46585
2018-05-18,61.181816,61.181816,61.181816,61.181816,45.538212,0
2018-05-21,63.016529,63.016529,60.330578,60.330578,44.904625,82280
2018-05-22,61.066116,61.561981,60.330578,61.561981,45.821167,3630
2018-05-23,62.396694,62.727272,61.983471,62.727272,46.688499,14520
2018-05-24,62.727272,62.727272,62.727272,62.727272,46.688499,0
2018-05-25,60.347107,61.983471,60.330578,60.710743,45.187569,7865
2018-05-29,61.033058,61.983471,61.033058,61.570248,45.827316,26015
2018-05-30,61.570248,61.570248,61.570248,61.570248,45.827316,0
2018-05-31,61.983471,61.983471,61.157024,61.975204,46.128727,34485
2018-06-01,61.983471,61.983471,61.157024,61.570248,45.827316,20570
2018-06-04,59.876034,59.876034,59.876034,59.876034,44.566288,3630
2018-06-05,60.462811,62.867767,60.330578,62.487602,46.510113,278300
2018-06-06,62.487602,65.082642,62.487602,64.471077,47.986431,83490
2018-06-07,65.289253,65.289253,62.809917,63.223141,47.057575,38115
2018-06-08,63.223141,63.223141,63.223141,63.223141,47.057575,0
2018-06-11,63.223141,65.892563,63.223141,63.636364,47.365139,65945
2018-06-12,63.636364,64.669418,63.628098,64.528923,48.029484,291005
2018-06-13,67.752068,67.752068,65.900826,67.752068,50.428497,9241980
2018-06-14,69.834709,71.132233,69.628098,71.132233,52.944393,4017805
2018-06-15,71.132233,71.132233,71.132233,71.132233,52.944393,0
2018-06-18,null,null,null,null,null,null
2018-06-19,73.553719,74.380165,71.528923,72.223137,53.756363,3590070
2018-06-20,72.727272,75.826447,68.636360,69.289253,51.572651,2034615
2018-06-21,67.768593,69.264465,65.826447,66.512398,49.505814,10822845
2018-06-22,66.942146,67.347107,65.710747,66.123962,49.216682,8058600
2018-06-25,66.942146,68.429749,66.115700,66.231407,49.296669,187550
2018-06-26,66.644630,67.148758,66.322311,66.942146,49.825672,3343835
2018-06-27,66.942146,68.181816,66.942146,67.768593,50.440807,2202200
2018-06-28,67.727272,67.851242,66.570244,67.586777,50.305481,709060
2018-06-29,67.355370,67.776855,67.355370,67.537193,50.268566,1464705
2018-07-02,67.355370,67.537193,67.355370,67.537193,50.268566,10890
2018-07-03,70.909088,70.909088,67.768593,68.181816,50.748371,76835
2018-07-05,68.181816,68.181816,67.355370,67.768593,50.440807,78045
2018-07-06,67.760330,68.595039,67.760330,68.181816,50.748371,34485
2018-07-09,66.950417,66.950417,66.115700,66.528923,49.518108,205095
2018-07-10,66.115700,67.355370,66.115700,67.355370,50.133236,96800
2018-07-11,67.355370,69.628098,67.355370,69.008263,51.363495,104060
2018-07-12,70.206612,72.454544,69.925621,72.264465,53.787117,1170675
2018-07-13,72.727272,75.876030,72.727272,75.876030,56.475243,2652320
2018-07-16,77.603302,77.603302,72.727272,74.123962,55.171158,316415
2018-07-17,74.380165,75.198349,73.553719,74.314049,55.312645,35695
2018-07-18,75.619835,75.619835,72.776855,74.115700,55.165020,52635
2018-07-19,76.851242,76.859505,71.280991,75.595039,56.266106,180895
2018-07-20,74.380165,75.206612,73.636360,75.206612,55.977001,37510
2018-07-23,75.206612,75.289253,74.380165,75.214874,55.983143,493075
2018-07-24,76.776855,76.776855,75.206612,76.033058,56.592113,458590
2018-07-25,76.033058,76.033058,76.033058,76.033058,56.592113,0
2018-07-26,76.033058,76.033058,75.000000,75.181816,55.958549,10285
2018-07-27,75.206612,76.033058,74.380165,75.462807,56.167671,104060
2018-07-30,75.413223,75.909088,74.801651,75.619835,56.284550,2401850
2018-07-31,76.033058,76.033058,74.132233,74.330582,55.324963,23595
2018-08-01,72.801651,74.380165,72.727272,74.107437,55.158859,649165
2018-08-02,74.380165,74.380165,73.760330,74.380165,55.361866,703010
2018-08-03,74.380165,75.206612,72.768593,75.090912,55.890877,42350
2018-08-06,75.206612,75.206612,75.090912,75.206612,55.977001,143990
2018-08-07,76.033058,76.033058,75.206612,75.206612,55.977001,248655
2018-08-08,75.206612,76.446281,75.206612,75.727272,56.364521,79860
2018-08-09,75.223137,75.785126,75.206612,75.206612,55.977001,114345
2018-08-10,74.429749,75.413223,74.429749,75.396690,56.118469,160325
2018-08-13,74.793388,75.413223,74.380165,74.743797,55.632507,488840
2018-08-14,74.743797,74.743797,74.743797,74.743797,55.632507,0
2018-08-15,75.206612,75.206612,74.380165,74.793388,55.669418,1000670
2018-08-16,75.206612,75.206612,74.380165,74.628098,55.546391,6655
2018-08-17,74.793388,77.272728,74.793388,76.652893,57.053463,154275
2018-08-20,76.446281,76.694214,76.446281,76.446281,56.899681,30250
2018-08-21,76.446281,76.446281,76.446281,76.446281,56.899681,0
2018-08-22,76.446281,76.446281,76.446281,76.446281,56.899681,0
2018-08-23,76.446281,76.446281,76.446281,76.446281,56.899681,0
2018-08-24,76.446281,76.900826,76.446281,76.859505,57.207260,1600225
2018-08-27,76.942146,78.380165,76.876030,76.942146,57.268772,666710
2018-08-28,80.157021,80.157021,76.694214,76.859505,57.207260,324280
2018-08-29,78.099174,78.512398,76.859505,77.785126,57.896210,542685
2018-08-30,77.107437,80.165291,76.074379,76.859505,57.207260,772585
2018-08-31,77.272728,77.396690,75.330582,77.396690,57.607105,219010
2018-09-04,76.198349,76.876030,75.628098,76.702477,57.090378,105875
2018-09-05,76.851242,76.859505,76.033058,76.528923,56.961216,155485
2018-09-06,76.446281,76.859505,76.446281,76.859505,57.207260,344850
2018-09-07,79.066116,80.702477,76.033058,76.115700,56.653637,153670
2018-09-10,76.446281,76.446281,75.371902,76.214874,56.727444,128260
2018-09-11,76.280991,77.603302,76.033058,76.859505,57.207260,1028500
2018-09-12,77.272728,77.685951,77.107437,77.685951,57.822392,128260
2018-09-13,79.256195,79.256195,77.685951,78.099174,58.129967,36300
2018-09-14,77.892563,78.925621,77.892563,78.636360,58.529785,36300
2018-09-17,79.214874,79.256195,76.859505,76.859505,57.207260,18755
2018-09-18,79.045456,79.045456,76.354546,76.363632,57.572239,43450
2018-09-19,79.909088,79.954544,79.054543,79.054543,59.600971,3300
2018-09-20,79.054543,79.054543,79.054543,79.054543,59.600971,0
2018-09-21,79.054543,79.054543,79.054543,79.054543,59.600971,0
2018-09-24,81.818184,81.818184,79.090912,79.090912,59.628380,3300
2018-09-25,79.090912,81.772728,79.090912,81.772728,61.650265,1100
2018-09-26,80.000000,80.000000,78.181816,78.209091,58.963554,36300
2018-09-27,78.900002,81.818184,78.900002,80.745453,60.875771,255200
2018-09-28,80.909088,82.727272,79.318184,81.072723,61.122520,223850
2018-10-01,80.136360,83.181816,80.090912,83.181816,62.712608,17600
2018-10-02,83.136360,83.181816,82.545456,82.727272,62.369926,289850
