Date,Open,High,Low,Close,Adj Close,Volume
2018-07-05,91.000000,92.010002,89.669998,89.959999,45.516323,2536000
2018-07-06,88.500000,91.500000,88.300003,90.790001,45.936268,1966000
2018-07-09,90.699997,91.339996,86.260002,86.269997,43.649315,2116500
2018-07-10,86.250000,89.000000,83.599998,87.440002,44.241295,2255000
2018-07-11,87.010002,89.650002,86.300003,88.230003,44.641006,1269000
2018-07-12,88.000000,89.150002,85.800003,88.800003,44.929401,1259500
2018-07-13,89.000000,89.250000,85.000000,85.529999,43.274906,1825000
2018-07-16,85.000000,85.750000,82.500000,82.820000,41.903755,2109000
2018-07-17,82.599998,85.480003,81.199997,85.010002,43.011814,1852500
2018-07-18,85.699997,89.260002,85.150002,88.769997,44.914219,2650000
2018-07-19,91.000000,93.199997,90.900002,93.199997,47.155628,1037500
2018-07-20,94.000000,94.900002,89.800003,90.839996,45.961563,3413000
2018-07-23,89.599998,90.300003,87.699997,88.070000,44.560047,1170000
2018-07-24,89.400002,92.470001,89.199997,92.300003,46.700268,2752500
2018-07-25,92.300003,92.300003,92.300003,92.300003,46.700268,0
2018-07-26,96.910004,96.910004,92.989998,96.529999,48.840488,3396000
2018-07-27,96.550003,100.889999,94.000000,100.080002,50.636654,3734000
2018-07-30,100.800003,104.000000,100.500000,102.790001,52.007809,4893500
2018-07-31,103.699997,103.699997,97.660004,97.680000,49.422344,4293500
2018-08-01,97.339996,98.849998,96.500000,98.430000,49.801815,1546000
2018-08-02,100.690002,101.879997,96.500000,96.980003,49.068172,3381000
2018-08-03,96.800003,98.199997,96.250000,97.489998,49.326210,1218000
2018-08-06,98.000000,99.349998,96.980003,98.730003,49.953606,1423000
2018-08-07,99.300003,101.500000,98.750000,99.059998,50.120567,3581500
2018-08-08,99.900002,101.349998,98.800003,99.169998,50.176224,3491500
2018-08-09,99.489998,103.699997,99.300003,103.089996,52.159592,8611000
2018-08-10,103.000000,107.389999,102.699997,105.400002,53.328369,9673000
2018-08-13,106.000000,106.000000,101.150002,101.809998,51.511967,3911500
2018-08-14,101.809998,101.809998,101.809998,101.809998,51.511967,0
2018-08-15,101.599998,102.300003,97.550003,98.150002,49.660145,2749000
2018-08-16,97.699997,99.699997,94.500000,95.900002,48.521736,2188500
2018-08-17,96.650002,100.239998,96.650002,99.379997,50.282475,2426000
2018-08-20,100.250000,100.800003,97.800003,98.330002,49.751221,1780500
2018-08-21,98.330002,98.330002,98.330002,98.330002,49.751221,0
2018-08-22,98.330002,98.330002,98.330002,98.330002,49.751221,0
2018-08-23,98.330002,98.330002,98.330002,98.330002,49.751221,0
2018-08-24,98.559998,99.199997,96.500000,98.769997,49.973846,862500
2018-08-27,99.400002,100.489998,98.099998,99.699997,50.444386,1938000
2018-08-28,99.949997,103.500000,98.900002,99.400002,50.292606,7363500
2018-08-29,100.050003,101.099998,96.050003,96.620003,48.886028,2646000
2018-08-30,97.000000,97.000000,95.699997,96.349998,48.749416,1406500
2018-08-31,97.489998,97.699997,95.989998,96.879997,49.017570,2451000
2018-09-04,96.800003,97.349998,96.349998,96.900002,49.027695,508000
2018-09-05,99.500000,100.889999,98.000000,98.379997,49.776516,2804000
2018-09-06,98.790001,98.980003,94.050003,94.870003,48.000587,1931000
2018-09-07,94.830002,95.300003,93.070000,94.720001,47.924694,1150500
2018-09-10,95.099998,95.800003,90.160004,92.580002,46.841938,1248500
2018-09-11,92.440002,93.500000,92.000000,93.010002,47.059498,762500
2018-09-12,93.510002,94.000000,91.099998,91.629997,46.361275,668500
2018-09-13,90.660004,96.209999,90.019997,95.839996,48.491371,2010000
2018-09-14,96.480003,96.779999,92.400002,93.089996,47.099979,1626000
2018-09-17,94.849998,95.400002,91.500000,94.059998,47.590752,2851500
2018-09-18,95.500000,98.190002,92.709999,97.370003,49.265491,3087000
2018-09-19,97.889999,97.889999,94.510002,94.889999,48.010712,924500
2018-09-20,94.889999,94.889999,94.889999,94.889999,48.010712,0
2018-09-21,94.889999,94.889999,94.889999,94.889999,48.010712,0
2018-09-24,94.500000,96.000000,93.400002,94.070000,47.595821,1336000
2018-09-25,93.900002,94.500000,93.250000,93.449997,47.282127,422000
2018-09-26,94.000000,94.000000,92.110001,92.510002,46.806526,521500
2018-09-27,92.519997,92.699997,90.000000,90.720001,45.900856,460500
2018-09-28,91.400002,91.410004,87.559998,89.120003,45.091309,3525500
2018-10-01,88.209999,89.000000,87.400002,87.860001,44.453800,390500
2018-10-02,88.000000,89.230003,87.550003,87.870003,44.458855,490000
2018-10-03,88.099998,88.099998,85.820000,86.550003,43.790993,1021000
2018-10-04,86.949997,86.989998,84.349998,84.980003,42.996628,450500
2018-10-05,85.000000,85.500000,80.739998,80.970001,40.967720,1913000
2018-10-08,82.300003,82.800003,76.930000,76.970001,38.943874,3152500
2018-10-09,78.000000,80.809998,78.000000,79.910004,40.431404,2361000
2018-10-10,79.989998,80.089996,75.919998,79.540001,40.244202,1333500
2018-10-11,79.059998,79.059998,77.099998,77.320000,39.120960,289000
2018-10-12,77.150002,77.150002,73.459999,73.459999,37.167953,1183000
2018-10-15,73.500000,73.639999,69.790001,69.790001,35.311069,4024000
2018-10-16,68.699997,73.269997,67.650002,68.800003,34.810169,2792000
2018-10-17,70.000000,72.239998,69.260002,72.239998,36.550678,767000
2018-10-18,72.739998,75.849998,72.050003,75.709999,38.306366,2327000
2018-10-19,76.000000,79.489998,74.099998,79.449997,40.198662,1858000
2018-10-22,80.500000,82.000000,79.199997,79.559998,40.254318,1541000
2018-10-23,78.000000,79.349998,76.260002,76.800003,38.857872,629000
2018-10-24,80.639999,80.639999,80.639999,80.639999,40.800755,157000
2018-10-25,84.669998,84.669998,83.019997,84.669998,42.839779,2898500
2018-10-26,85.199997,88.900002,83.500000,88.900002,44.980003,3085500
2018-10-29,90.500000,93.339996,90.400002,93.339996,47.226471,4073000
2018-10-30,94.800003,94.800003,91.000000,92.769997,46.938068,2552000
2018-10-31,91.050003,93.250000,90.699997,91.940002,46.518120,1047500
2018-11-01,90.720001,93.500000,90.650002,92.349998,46.725571,618500
2018-11-02,92.000000,95.500000,91.699997,93.000000,47.054443,1688000
2018-11-05,92.989998,92.989998,88.349998,88.629997,44.843388,1465500
2018-11-06,86.750000,88.680000,85.120003,85.970001,43.497536,501500
2018-11-07,88.050003,90.250000,87.050003,89.800003,45.435368,888500
2018-11-08,90.889999,90.889999,88.000000,89.230003,45.146973,615000
2018-11-09,89.440002,92.000000,89.440002,90.400002,45.738945,1107500
2018-11-12,90.500000,90.690002,88.000000,88.400002,44.727020,1041500
2018-11-13,88.000000,88.349998,86.610001,87.279999,44.160339,257500
